取引先コード,得意先名,取引日付,取引区分,伝票番号,行,商品コード,商品名,数量,単価,金額
0007,村岡システム株式会社,2005/08/05,10,580,3,0011,スポーツ用品－－－－－－－－－－－－－－－００１１,5,680,3400
0023,本木商事株式会社,2005/08/11,10,581,1,0001,スポーツ用品－－－－－－－－－－－－－－－０００１,12,8820,105840
0023,本木商事株式会社,2005/08/11,10,581,2,0053,電池－－－－－－－－－－－－－－－－－－－００５３,13,1010,13130
0023,本木商事株式会社,2005/08/11,10,581,3,0071,ゲーム機－－－－－－－－－－－－－－－－－００７１,15,10050,150750
0004,㈱中鈴商店,2005/07/10,10,582,1,0002,果物－－－－－－－－－－－－－－－－－－－０００２,6,3040,18240
0004,㈱中鈴商店,2005/07/10,10,582,2,0077,パソコン本体－－－－－－－－－－－－－－－００７７,15,8350,125250
0017,株式会社丸中システム,2005/08/23,10,583,1,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,11,8300,91300
0017,株式会社丸中システム,2005/08/23,10,583,2,0008,電池－－－－－－－－－－－－－－－－－－－０００８,14,610,8540
0048,岡原コーポレーション株式会社,2005/07/14,10,584,1,0061,米－－－－－－－－－－－－－－－－－－－－００６１,15,7120,106800
0048,岡原コーポレーション株式会社,2005/07/14,10,584,2,0008,電池－－－－－－－－－－－－－－－－－－－０００８,14,610,8540
0048,岡原コーポレーション株式会社,2005/07/14,10,584,3,0077,パソコン本体－－－－－－－－－－－－－－－００７７,1,8350,8350
0050,原多建設株式会社,2005/06/12,10,585,1,0070,パソコン周辺機器－－－－－－－－－－－－－００７０,16,8640,138240
0050,原多建設株式会社,2005/06/12,10,585,2,0012,家具－－－－－－－－－－－－－－－－－－－００１２,7,2360,16520
0050,原多建設株式会社,2005/06/12,10,585,3,0015,風邪薬－－－－－－－－－－－－－－－－－－００１５,15,1820,27300
0025,山高商店株式会社,2005/07/22,10,586,1,0048,ゲームソフト－－－－－－－－－－－－－－－００４８,8,9760,78080
0025,山高商店株式会社,2005/07/22,10,586,2,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,11,6250,68750
0025,山高商店株式会社,2005/07/22,10,586,3,0021,パソコンサプライ－－－－－－－－－－－－－００２１,12,2200,26400
0025,山高商店株式会社,2005/07/22,10,586,4,0043,家具－－－－－－－－－－－－－－－－－－－００４３,5,4200,21000
0041,野吉システム株式会社,2005/06/23,10,587,1,0044,パン－－－－－－－－－－－－－－－－－－－００４４,8,6500,52000
0002,㈱木田商店,2005/06/16,10,588,1,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,14,9640,134960
0002,㈱木田商店,2005/06/16,10,588,2,0043,家具－－－－－－－－－－－－－－－－－－－００４３,2,4200,8400
0002,㈱木田商店,2005/06/16,10,588,3,0099,ゲーム機－－－－－－－－－－－－－－－－－００９９,9,7590,68310
0002,㈱木田商店,2005/06/16,10,588,4,0041,電池－－－－－－－－－－－－－－－－－－－００４１,16,4430,70880
0030,田内商事株式会社,2005/06/09,10,589,1,0014,ゲーム機－－－－－－－－－－－－－－－－－００１４,7,7100,49700
0030,田内商事株式会社,2005/06/09,10,589,2,0010,貴金属－－－－－－－－－－－－－－－－－－００１０,15,580,8700
0030,田内商事株式会社,2005/06/09,10,589,3,0007,一般衣類－－－－－－－－－－－－－－－－－０００７,17,4320,73440
0027,株式会社村安商事,2005/06/12,10,590,1,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,3,4020,12060
0027,株式会社村安商事,2005/06/12,10,590,2,0080,パソコンサプライ－－－－－－－－－－－－－００８０,18,7460,134280
0008,株式会社杉尾コーポレーション,2005/08/20,10,591,1,0033,貴金属－－－－－－－－－－－－－－－－－－００３３,8,8770,70160
0008,株式会社杉尾コーポレーション,2005/08/20,10,591,2,0008,電池－－－－－－－－－－－－－－－－－－－０００８,9,610,5490
0008,株式会社杉尾コーポレーション,2005/08/20,10,591,3,0026,貴金属－－－－－－－－－－－－－－－－－－００２６,13,9760,126880
0008,株式会社杉尾コーポレーション,2005/08/20,10,591,4,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,17,2250,38250
0017,株式会社丸中システム,2005/06/02,10,592,1,0001,スポーツ用品－－－－－－－－－－－－－－－０００１,8,8820,70560
0017,株式会社丸中システム,2005/06/02,10,592,2,0005,消臭剤－－－－－－－－－－－－－－－－－－０００５,8,4230,33840
0017,株式会社丸中システム,2005/06/02,10,592,3,0023,化粧品－－－－－－－－－－－－－－－－－－００２３,7,7170,50190
0004,㈱中鈴商店,2005/07/23,10,593,1,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,11,9240,101640
0013,原本商店株式会社,2005/08/29,10,594,1,0093,アウトドア用品－－－－－－－－－－－－－－００９３,19,2960,56240
0011,本木コーポレーション株式会社,2005/08/10,10,595,1,0049,発泡酒－－－－－－－－－－－－－－－－－－００４９,1,650,650
0011,本木コーポレーション株式会社,2005/08/10,10,595,2,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,1,9800,9800
0011,本木コーポレーション株式会社,2005/08/10,10,595,3,0033,貴金属－－－－－－－－－－－－－－－－－－００３３,1,8770,8770
0011,本木コーポレーション株式会社,2005/08/10,10,595,4,0024,電池－－－－－－－－－－－－－－－－－－－００２４,3,8370,25110
0042,㈱川鈴商店,2005/07/27,10,596,1,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,10,9670,96700
0042,㈱川鈴商店,2005/07/27,10,596,2,0080,パソコンサプライ－－－－－－－－－－－－－００８０,14,7460,104440
0042,㈱川鈴商店,2005/07/27,10,596,3,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,18,2300,41400
0021,原安コーポレーション株式会社,2005/09/07,10,597,1,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,17,400,6800
0021,原安コーポレーション株式会社,2005/09/07,10,597,2,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,5,4020,20100
0048,岡原コーポレーション株式会社,2005/06/09,10,598,1,0033,貴金属－－－－－－－－－－－－－－－－－－００３３,18,8770,157860
0014,㈱岡鈴商事,2005/07/15,10,599,1,0024,電池－－－－－－－－－－－－－－－－－－－００２４,3,8370,25110
0014,㈱岡鈴商事,2005/07/15,10,599,2,0038,スポーツ用品－－－－－－－－－－－－－－－００３８,7,2450,17150
0014,㈱岡鈴商事,2005/07/15,10,599,3,0083,電池－－－－－－－－－－－－－－－－－－－００８３,4,2350,9400
0043,㈱高安商店,2005/08/30,10,600,1,0017,インスタントラーメン－－－－－－－－－－－００１７,7,9810,68670
0043,㈱高安商店,2005/08/30,10,600,2,0065,パン－－－－－－－－－－－－－－－－－－－００６５,20,2630,52600
0041,野吉システム株式会社,2005/06/05,10,601,1,0049,発泡酒－－－－－－－－－－－－－－－－－－００４９,13,650,8450
0046,本村商事株式会社,2005/09/09,10,602,1,0019,発泡酒－－－－－－－－－－－－－－－－－－００１９,3,9210,27630
0046,本村商事株式会社,2005/09/09,10,602,2,0037,米－－－－－－－－－－－－－－－－－－－－００３７,3,5850,17550
0046,本村商事株式会社,2005/09/09,10,602,3,0036,一般家電－－－－－－－－－－－－－－－－－００３６,7,9150,64050
0046,本村商事株式会社,2005/09/09,10,602,4,0080,パソコンサプライ－－－－－－－－－－－－－００８０,18,7460,134280
0014,㈱岡鈴商事,2005/06/29,10,603,1,0080,パソコンサプライ－－－－－－－－－－－－－００８０,1,7460,7460
0018,村本建設株式会社,2005/08/25,10,604,1,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,9,8420,75780
0018,村本建設株式会社,2005/08/25,10,604,2,0032,パソコン本体－－－－－－－－－－－－－－－００３２,20,4660,93200
0050,原多建設株式会社,2005/08/01,10,605,1,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,2,6250,12500
0050,原多建設株式会社,2005/08/01,10,605,2,0095,一般家電－－－－－－－－－－－－－－－－－００９５,3,7850,23550
0050,原多建設株式会社,2005/08/01,10,605,3,0061,米－－－－－－－－－－－－－－－－－－－－００６１,20,7120,142400
0009,㈱高野建設,2005/08/17,10,606,1,0052,酒－－－－－－－－－－－－－－－－－－－－００５２,3,3360,10080
0009,㈱高野建設,2005/08/17,10,606,2,0052,酒－－－－－－－－－－－－－－－－－－－－００５２,9,3360,30240
0010,㈱杉尾システム,2005/06/29,10,607,1,0083,電池－－－－－－－－－－－－－－－－－－－００８３,11,2350,25850
0010,㈱杉尾システム,2005/06/29,10,607,2,0035,照明－－－－－－－－－－－－－－－－－－－００３５,11,2050,22550
0026,㈱丸浦建設,2005/07/30,10,608,1,0012,家具－－－－－－－－－－－－－－－－－－－００１２,4,2360,9440
0026,㈱丸浦建設,2005/07/30,10,608,2,0016,一般衣類－－－－－－－－－－－－－－－－－００１６,18,5310,95580
0026,㈱丸浦建設,2005/07/30,10,608,3,0005,消臭剤－－－－－－－－－－－－－－－－－－０００５,4,4230,16920
0026,㈱丸浦建設,2005/07/30,10,608,4,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,4,8300,33200
0018,村本建設株式会社,2005/06/29,10,609,1,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,1,3640,3640
0041,野吉システム株式会社,2005/08/06,10,610,1,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,19,7030,133570
0041,野吉システム株式会社,2005/08/06,10,610,2,0008,電池－－－－－－－－－－－－－－－－－－－０００８,14,610,8540
0018,村本建設株式会社,2005/06/21,10,611,1,0043,家具－－－－－－－－－－－－－－－－－－－００４３,2,4200,8400
0018,村本建設株式会社,2005/06/21,10,611,2,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,9,1420,12780
0026,㈱丸浦建設,2005/08/06,10,612,1,0036,一般家電－－－－－－－－－－－－－－－－－００３６,20,9150,183000
0042,㈱川鈴商店,2005/08/03,10,613,1,0055,パソコン本体－－－－－－－－－－－－－－－００５５,12,1940,23280
0042,㈱川鈴商店,2005/08/03,10,613,2,0024,電池－－－－－－－－－－－－－－－－－－－００２４,20,8370,167400
0042,㈱川鈴商店,2005/08/03,10,613,3,0060,発泡酒－－－－－－－－－－－－－－－－－－００６０,12,2970,35640
0022,㈱川浦商事,2005/06/05,10,614,1,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,1,2300,2300
0022,㈱川浦商事,2005/06/05,10,614,2,0088,魚－－－－－－－－－－－－－－－－－－－－００８８,10,6820,68200
0022,㈱川浦商事,2005/06/05,10,614,3,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,9,8300,74700
0022,㈱川浦商事,2005/06/05,10,614,4,0014,ゲーム機－－－－－－－－－－－－－－－－－００１４,19,7100,134900
0018,村本建設株式会社,2005/09/04,10,615,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,19,6820,129580
0018,村本建設株式会社,2005/09/04,10,615,2,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,6,2300,13800
0018,村本建設株式会社,2005/09/04,10,615,3,0037,米－－－－－－－－－－－－－－－－－－－－００３７,11,5850,64350
0018,村本建設株式会社,2005/09/04,10,615,4,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,7,3880,27160
0047,株式会社尾浦商事,2005/09/01,10,616,1,0061,米－－－－－－－－－－－－－－－－－－－－００６１,10,7120,71200
0047,株式会社尾浦商事,2005/09/01,10,616,2,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,11,9940,109340
0044,㈱丸内コーポレーション,2005/07/20,10,617,1,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,8,8300,66400
0044,㈱丸内コーポレーション,2005/07/20,10,617,2,0095,一般家電－－－－－－－－－－－－－－－－－００９５,5,7850,39250
0044,㈱丸内コーポレーション,2005/07/20,10,617,3,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,20,7030,140600
0028,杉吉商店株式会社,2005/08/09,10,618,1,0099,ゲーム機－－－－－－－－－－－－－－－－－００９９,3,7590,22770
0028,杉吉商店株式会社,2005/08/09,10,618,2,0029,ドリンク－－－－－－－－－－－－－－－－－００２９,17,10010,170170
0028,杉吉商店株式会社,2005/08/09,10,618,3,0094,果物－－－－－－－－－－－－－－－－－－－００９４,13,1330,17290
0023,本木商事株式会社,2005/09/06,10,619,1,0063,パソコン周辺機器－－－－－－－－－－－－－００６３,4,1420,5680
0023,本木商事株式会社,2005/09/06,10,619,2,0036,一般家電－－－－－－－－－－－－－－－－－００３６,6,9150,54900
0004,㈱中鈴商店,2005/07/06,10,620,1,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,19,9710,184490
0004,㈱中鈴商店,2005/07/06,10,620,2,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,11,8420,92620
0004,㈱中鈴商店,2005/07/06,10,620,3,0023,化粧品－－－－－－－－－－－－－－－－－－００２３,13,7170,93210
0001,村浦コーポレーション株式会社,2005/06/17,10,621,1,0067,一般衣類－－－－－－－－－－－－－－－－－００６７,13,3480,45240
0046,本村商事株式会社,2005/07/15,10,622,1,0099,ゲーム機－－－－－－－－－－－－－－－－－００９９,15,7590,113850
0046,本村商事株式会社,2005/07/15,10,622,2,0091,一般家電－－－－－－－－－－－－－－－－－００９１,7,5380,37660
0046,本村商事株式会社,2005/07/15,10,622,3,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,4,9800,39200
0045,株式会社野松建設,2005/08/12,10,623,1,0027,魚－－－－－－－－－－－－－－－－－－－－００２７,20,9240,184800
0048,岡原コーポレーション株式会社,2005/07/30,10,624,1,0089,一般家電－－－－－－－－－－－－－－－－－００８９,19,5650,107350
0033,㈱川吉コーポレーション,2005/06/06,10,625,1,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,5,6250,31250
0033,㈱川吉コーポレーション,2005/06/06,10,625,2,0057,スポーツ用品－－－－－－－－－－－－－－－００５７,20,4020,80400
0033,㈱川吉コーポレーション,2005/06/06,10,625,3,0060,発泡酒－－－－－－－－－－－－－－－－－－００６０,12,2970,35640
0033,㈱川吉コーポレーション,2005/06/06,10,625,4,0009,果物－－－－－－－－－－－－－－－－－－－０００９,4,5300,21200
0045,株式会社野松建設,2005/06/17,10,626,1,0044,パン－－－－－－－－－－－－－－－－－－－００４４,5,6500,32500
0045,株式会社野松建設,2005/06/17,10,626,2,0030,ゲーム機－－－－－－－－－－－－－－－－－００３０,8,9230,73840
0036,㈱丸多商店,2005/06/19,10,627,1,0078,魚－－－－－－－－－－－－－－－－－－－－００７８,19,9640,183160
0036,㈱丸多商店,2005/06/19,10,627,2,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,16,7030,112480
0036,㈱丸多商店,2005/06/19,10,627,3,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,8,9710,77680
0036,㈱丸多商店,2005/06/19,10,627,4,0041,電池－－－－－－－－－－－－－－－－－－－００４１,8,4430,35440
0001,村浦コーポレーション株式会社,2005/06/10,10,628,1,0094,果物－－－－－－－－－－－－－－－－－－－００９４,5,1330,6650
0001,村浦コーポレーション株式会社,2005/06/10,10,628,2,0045,米－－－－－－－－－－－－－－－－－－－－００４５,16,7260,116160
0005,尾吉商事株式会社,2005/06/26,10,629,1,0037,米－－－－－－－－－－－－－－－－－－－－００３７,15,5850,87750
0005,尾吉商事株式会社,2005/06/26,10,629,2,0010,貴金属－－－－－－－－－－－－－－－－－－００１０,12,580,6960
0005,尾吉商事株式会社,2005/06/26,10,629,3,0060,発泡酒－－－－－－－－－－－－－－－－－－００６０,13,2970,38610
0017,株式会社丸中システム,2005/06/04,10,630,1,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,12,2250,27000
0017,株式会社丸中システム,2005/06/04,10,630,2,0009,果物－－－－－－－－－－－－－－－－－－－０００９,10,5300,53000
0017,株式会社丸中システム,2005/06/04,10,630,3,0019,発泡酒－－－－－－－－－－－－－－－－－－００１９,2,9210,18420
0017,株式会社丸中システム,2005/06/04,10,630,4,0032,パソコン本体－－－－－－－－－－－－－－－００３２,3,4660,13980
0014,㈱岡鈴商事,2005/07/29,10,631,1,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,1,3640,3640
0014,㈱岡鈴商事,2005/07/29,10,631,2,0076,ゲームソフト－－－－－－－－－－－－－－－００７６,8,9800,78400
0014,㈱岡鈴商事,2005/07/29,10,631,3,0007,一般衣類－－－－－－－－－－－－－－－－－０００７,15,4320,64800
0014,㈱岡鈴商事,2005/07/29,10,631,4,0028,風邪薬－－－－－－－－－－－－－－－－－－００２８,18,1780,32040
0037,株式会社浦安コーポレーション,2005/07/22,10,632,1,0074,インスタントラーメン－－－－－－－－－－－００７４,13,9800,127400
0037,株式会社浦安コーポレーション,2005/07/22,10,632,2,0070,パソコン周辺機器－－－－－－－－－－－－－００７０,20,8640,172800
0037,株式会社浦安コーポレーション,2005/07/22,10,632,3,0070,パソコン周辺機器－－－－－－－－－－－－－００７０,3,8640,25920
0009,㈱高野建設,2005/06/29,10,633,1,0024,電池－－－－－－－－－－－－－－－－－－－００２４,13,8370,108810
0009,㈱高野建設,2005/06/29,10,633,2,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,19,3640,69160
0012,株式会社木吉建設,2005/08/15,10,634,1,0069,米－－－－－－－－－－－－－－－－－－－－００６９,8,5150,41200
0012,株式会社木吉建設,2005/08/15,10,634,2,0072,一般衣類－－－－－－－－－－－－－－－－－００７２,6,7050,42300
0014,㈱岡鈴商事,2005/08/11,10,635,1,0048,ゲームソフト－－－－－－－－－－－－－－－００４８,17,9760,165920
0014,㈱岡鈴商事,2005/08/11,10,635,2,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,10,6250,62500
0020,㈱木山建設,2005/08/14,10,636,1,0021,パソコンサプライ－－－－－－－－－－－－－００２１,5,2200,11000
0020,㈱木山建設,2005/08/14,10,636,2,0028,風邪薬－－－－－－－－－－－－－－－－－－００２８,1,1780,1780
0029,株式会社多村商事,2005/07/21,10,637,1,0092,パン－－－－－－－－－－－－－－－－－－－００９２,10,8280,82800
0029,株式会社多村商事,2005/07/21,10,637,2,0009,果物－－－－－－－－－－－－－－－－－－－０００９,8,5300,42400
0029,株式会社多村商事,2005/07/21,10,637,3,0006,一般家電－－－－－－－－－－－－－－－－－０００６,16,6030,96480
0029,株式会社多村商事,2005/07/21,10,637,4,0025,ドリンク－－－－－－－－－－－－－－－－－００２５,19,3640,69160
0026,㈱丸浦建設,2005/08/08,10,638,1,0083,電池－－－－－－－－－－－－－－－－－－－００８３,12,2350,28200
0026,㈱丸浦建設,2005/08/08,10,638,2,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,10,2300,23000
0031,㈱松内建設,2005/06/20,10,639,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,2,6820,13640
0031,㈱松内建設,2005/06/20,10,639,2,0061,米－－－－－－－－－－－－－－－－－－－－００６１,5,7120,35600
0031,㈱松内建設,2005/06/20,10,639,3,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,5,2250,11250
0031,㈱松内建設,2005/06/20,10,639,4,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,4,9940,39760
0048,岡原コーポレーション株式会社,2005/08/03,10,640,1,0017,インスタントラーメン－－－－－－－－－－－００１７,17,9810,166770
0006,㈱山野商店,2005/06/23,10,641,1,0017,インスタントラーメン－－－－－－－－－－－００１７,3,9810,29430
0006,㈱山野商店,2005/06/23,10,641,2,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,18,6250,112500
0006,㈱山野商店,2005/06/23,10,641,3,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,9,2250,20250
0029,株式会社多村商事,2005/07/15,10,642,1,0051,魚－－－－－－－－－－－－－－－－－－－－００５１,9,2250,20250
0039,株式会社森本商店,2005/06/06,10,643,1,0044,パン－－－－－－－－－－－－－－－－－－－００４４,8,6500,52000
0039,株式会社森本商店,2005/06/06,10,643,2,0075,化粧品－－－－－－－－－－－－－－－－－－００７５,20,5910,118200
0039,株式会社森本商店,2005/06/06,10,643,3,0068,カー用品－－－－－－－－－－－－－－－－－００６８,20,6820,136400
0035,㈱本岡商事,2005/07/19,10,644,1,0023,化粧品－－－－－－－－－－－－－－－－－－００２３,3,7170,21510
0035,㈱本岡商事,2005/07/19,10,644,2,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,18,9710,174780
0035,㈱本岡商事,2005/07/19,10,644,3,0074,インスタントラーメン－－－－－－－－－－－００７４,14,9800,137200
0035,㈱本岡商事,2005/07/19,10,644,4,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,18,2300,41400
0042,㈱川鈴商店,2005/07/11,10,645,1,0060,発泡酒－－－－－－－－－－－－－－－－－－００６０,20,2970,59400
0042,㈱川鈴商店,2005/07/11,10,645,2,0093,アウトドア用品－－－－－－－－－－－－－－００９３,13,2960,38480
0048,岡原コーポレーション株式会社,2005/06/18,10,646,1,0052,酒－－－－－－－－－－－－－－－－－－－－００５２,11,3360,36960
0005,尾吉商事株式会社,2005/07/04,10,647,1,0091,一般家電－－－－－－－－－－－－－－－－－００９１,3,5380,16140
0012,株式会社木吉建設,2005/06/12,10,648,1,0075,化粧品－－－－－－－－－－－－－－－－－－００７５,12,5910,70920
0012,株式会社木吉建設,2005/06/12,10,648,2,0005,消臭剤－－－－－－－－－－－－－－－－－－０００５,19,4230,80370
0012,株式会社木吉建設,2005/06/12,10,648,3,0084,ドリンク－－－－－－－－－－－－－－－－－００８４,4,4940,19760
0012,株式会社木吉建設,2005/06/12,10,648,4,0092,パン－－－－－－－－－－－－－－－－－－－００９２,13,8280,107640
0048,岡原コーポレーション株式会社,2005/06/23,10,649,1,0035,照明－－－－－－－－－－－－－－－－－－－００３５,5,2050,10250
0043,㈱高安商店,2005/07/20,10,650,1,0020,風邪薬－－－－－－－－－－－－－－－－－－００２０,9,2300,20700
0043,㈱高安商店,2005/07/20,10,650,2,0094,果物－－－－－－－－－－－－－－－－－－－００９４,1,1330,1330
0043,㈱高安商店,2005/07/20,10,650,3,0018,消臭剤－－－－－－－－－－－－－－－－－－００１８,1,7030,7030
0029,株式会社多村商事,2005/08/02,10,651,1,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,6,400,2400
0035,㈱本岡商事,2005/06/19,10,652,1,0067,一般衣類－－－－－－－－－－－－－－－－－００６７,14,3480,48720
0035,㈱本岡商事,2005/08/01,10,653,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,12,6820,81840
0035,㈱本岡商事,2005/08/01,10,653,2,0012,家具－－－－－－－－－－－－－－－－－－－００１２,15,2360,35400
0035,㈱本岡商事,2005/08/01,10,653,3,0013,一般衣類－－－－－－－－－－－－－－－－－００１３,14,8420,117880
0047,株式会社尾浦商事,2005/08/02,10,654,1,0070,パソコン周辺機器－－－－－－－－－－－－－００７０,11,8640,95040
0047,株式会社尾浦商事,2005/08/02,10,654,2,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,15,9940,149100
0047,株式会社尾浦商事,2005/08/02,10,654,3,0049,発泡酒－－－－－－－－－－－－－－－－－－００４９,18,650,11700
0011,本木コーポレーション株式会社,2005/07/24,10,655,1,0097,ゲーム機－－－－－－－－－－－－－－－－－００９７,13,8300,107900
0011,本木コーポレーション株式会社,2005/07/24,10,655,2,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,5,9670,48350
0011,本木コーポレーション株式会社,2005/07/24,10,655,3,0041,電池－－－－－－－－－－－－－－－－－－－００４１,3,4430,13290
0011,本木コーポレーション株式会社,2005/07/24,10,655,4,0042,ゲーム機－－－－－－－－－－－－－－－－－００４２,14,9940,139160
0004,㈱中鈴商店,2005/07/02,10,656,1,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,15,9710,145650
0004,㈱中鈴商店,2005/07/02,10,656,2,0058,冷凍食品－－－－－－－－－－－－－－－－－００５８,6,9710,58260
0004,㈱中鈴商店,2005/07/02,10,656,3,0092,パン－－－－－－－－－－－－－－－－－－－００９２,8,8280,66240
0004,㈱中鈴商店,2005/07/02,10,656,4,0085,野菜－－－－－－－－－－－－－－－－－－－００８５,2,8890,17780
0029,株式会社多村商事,2005/06/12,10,657,1,0009,果物－－－－－－－－－－－－－－－－－－－０００９,7,5300,37100
0029,株式会社多村商事,2005/06/12,10,657,2,0040,パソコン本体－－－－－－－－－－－－－－－００４０,17,4730,80410
0045,株式会社野松建設,2005/07/23,10,658,1,0074,インスタントラーメン－－－－－－－－－－－００７４,17,9800,166600
0022,㈱川浦商事,2005/06/30,10,659,1,0011,スポーツ用品－－－－－－－－－－－－－－－００１１,19,680,12920
0022,㈱川浦商事,2005/06/30,10,659,2,0022,野菜－－－－－－－－－－－－－－－－－－－００２２,1,9670,9670
0028,杉吉商店株式会社,2005/08/15,10,660,1,0021,パソコンサプライ－－－－－－－－－－－－－００２１,4,2200,8800
0028,杉吉商店株式会社,2005/08/15,10,660,2,0069,米－－－－－－－－－－－－－－－－－－－－００６９,13,5150,66950
0028,杉吉商店株式会社,2005/08/15,10,660,3,0031,パソコン周辺機器－－－－－－－－－－－－－００３１,19,5020,95380
0028,杉吉商店株式会社,2005/08/15,10,660,4,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,8,3880,31040
0004,㈱中鈴商店,2005/06/01,10,661,1,0072,一般衣類－－－－－－－－－－－－－－－－－００７２,7,7050,49350
0004,㈱中鈴商店,2005/06/01,10,661,2,0067,一般衣類－－－－－－－－－－－－－－－－－００６７,12,3480,41760
0004,㈱中鈴商店,2005/06/01,10,661,3,0046,スポーツ用品－－－－－－－－－－－－－－－００４６,18,3880,69840
0023,本木商事株式会社,2005/08/08,10,662,1,0083,電池－－－－－－－－－－－－－－－－－－－００８３,1,2350,2350
0023,本木商事株式会社,2005/08/08,10,662,2,0024,電池－－－－－－－－－－－－－－－－－－－００２４,17,8370,142290
0046,本村商事株式会社,2005/07/10,10,663,1,0067,一般衣類－－－－－－－－－－－－－－－－－００６７,6,3480,20880
0044,㈱丸内コーポレーション,2005/07/07,10,664,1,0087,ドリンク－－－－－－－－－－－－－－－－－００８７,3,4030,12090
0044,㈱丸内コーポレーション,2005/07/07,10,664,2,0096,冷凍食品－－－－－－－－－－－－－－－－－００９６,5,6250,31250
0044,㈱丸内コーポレーション,2005/07/07,10,664,3,0007,一般衣類－－－－－－－－－－－－－－－－－０００７,16,4320,69120
0027,株式会社村安商事,2005/08/10,10,665,1,0082,発泡酒－－－－－－－－－－－－－－－－－－００８２,2,8130,16260
0015,㈱尾鈴商事,2005/09/04,10,666,1,0010,貴金属－－－－－－－－－－－－－－－－－－００１０,3,580,1740
0015,㈱尾鈴商事,2005/09/04,10,666,2,0035,照明－－－－－－－－－－－－－－－－－－－００３５,18,2050,36900
0015,㈱尾鈴商事,2005/09/04,10,666,3,0021,パソコンサプライ－－－－－－－－－－－－－００２１,5,2200,11000
0001,村浦コーポレーション株式会社,2005/06/08,10,667,1,0056,電池－－－－－－－－－－－－－－－－－－－００５６,15,7240,108600
0048,岡原コーポレーション株式会社,2005/06/27,10,668,1,0009,果物－－－－－－－－－－－－－－－－－－－０００９,8,5300,42400
0048,岡原コーポレーション株式会社,2005/06/27,10,668,2,0019,発泡酒－－－－－－－－－－－－－－－－－－００１９,9,9210,82890
0048,岡原コーポレーション株式会社,2005/06/27,10,668,3,0083,電池－－－－－－－－－－－－－－－－－－－００８３,10,2350,23500
0027,株式会社村安商事,2005/07/15,10,669,1,0092,パン－－－－－－－－－－－－－－－－－－－００９２,4,8280,33120
0032,森内商店株式会社,2005/06/22,10,670,1,0068,カー用品－－－－－－－－－－－－－－－－－００６８,4,6820,27280
0032,森内商店株式会社,2005/06/22,10,670,2,0055,パソコン本体－－－－－－－－－－－－－－－００５５,1,1940,1940
0032,森内商店株式会社,2005/06/22,10,670,3,0034,清涼飲料水－－－－－－－－－－－－－－－－００３４,17,400,6800
