郵便番号,都道府県名カナ,市区町村名カナ,町域名カナ,都道府県名,市区町村名,町域名
5640051,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾄﾖﾂﾁｮｳ,大阪府,吹田市,豊津町
5640035,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾅｶﾉｼﾏﾁｮｳ,大阪府,吹田市,中の島町
5650816,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾅｶﾞﾉﾋｶﾞｼ,大阪府,吹田市,長野東
5650817,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾅｶﾞﾉﾆｼ,大阪府,吹田市,長野西
5640034,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾆｼｵﾀﾋﾞﾁｮｳ,大阪府,吹田市,西御旅町
5640071,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾆｼﾉｼｮｳﾁｮｳ,大阪府,吹田市,西の庄町
5640004,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾊﾗﾁｮｳ,大阪府,吹田市,原町
5640033,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾋｶﾞｼｵﾀﾋﾞﾁｮｳ,大阪府,吹田市,東御旅町
5640023,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾋﾉﾃﾞﾁｮｳ,大阪府,吹田市,日の出町
5640016,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾋﾗﾏﾂﾁｮｳ,大阪府,吹田市,平松町
5640052,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾋﾛｼﾊﾞﾁｮｳ,大阪府,吹田市,広芝町
5640081,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾌｼﾞｶﾞｵｶﾁｮｳ,大阪府,吹田市,藤が丘町
5650873,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾌｼﾞｼﾛﾀﾞｲ,大阪府,吹田市,藤白台
5650874,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾌﾙｴﾀﾞｲ,大阪府,吹田市,古江台
5640042,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾎﾅﾐﾁｮｳ,大阪府,吹田市,穂波町
5640061,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾏﾙﾔﾏﾁｮｳ,大阪府,吹田市,円山町
5640044,ｵｵｻｶﾌ,ｽｲﾀｼ,ﾐﾅﾐｶﾈﾃﾞﾝ,大阪府,吹田市,南金田
5950026,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｼﾉﾉﾒﾁｮｳ,大阪府,泉大津市,東雲町
5950043,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｼﾐｽﾞﾁｮｳ,大阪府,泉大津市,清水町
5950016,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｼﾞｮｳﾅﾝﾁｮｳ,大阪府,泉大津市,条南町
5950036,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｼｮｳﾜﾁｮｳ,大阪府,泉大津市,昭和町
5950073,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｼﾝﾐﾅﾄﾁｮｳ,大阪府,泉大津市,新港町
5950064,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｼﾝﾒｲﾁｮｳ,大阪府,泉大津市,神明町
5950002,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｽｴﾋﾛﾁｮｳ,大阪府,泉大津市,末広町
5950066,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｽｶﾞﾊﾗﾁｮｳ,大阪府,泉大津市,菅原町
5950071,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｽｹﾏﾂﾁｮｳ,大阪府,泉大津市,助松町
5950007,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｽｹﾏﾂﾀﾞﾝﾁ,大阪府,泉大津市,助松団地
5950011,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ｿﾈﾁｮｳ,大阪府,泉大津市,曽根町
5950042,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾀｶﾂﾁｮｳ,大阪府,泉大津市,高津町
5950062,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾀﾅｶﾁｮｳ,大阪府,泉大津市,田中町
5950004,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾁﾊﾗﾁｮｳ,大阪府,泉大津市,千原町
5950023,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾄﾖﾅｶﾁｮｳ,大阪府,泉大津市,豊中町
5950055,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾅｷﾞｻﾁｮｳ,大阪府,泉大津市,なぎさ町
5950052,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾆｼﾐﾅﾄﾁｮｳ,大阪府,泉大津市,西港町
5950006,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾋｶﾞｼｽｹﾏﾂﾁｮｳ,大阪府,泉大津市,東助松町
5950021,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾋｶﾞｼﾄﾖﾅｶﾁｮｳ,大阪府,泉大津市,東豊中町
5950051,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾋｶﾞｼﾐﾅﾄﾁｮｳ,大阪府,泉大津市,東港町
5950015,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾌﾂﾀﾁｮｳ,大阪府,泉大津市,二田町
5950063,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾎﾝﾏﾁ,大阪府,泉大津市,本町
5950072,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾏﾂﾉﾊﾏﾁｮｳ,大阪府,泉大津市,松之浜町
5950011,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾐﾅﾐｿﾈ,大阪府,泉大津市,南曾根
5950013,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾐﾔﾁｮｳ,大阪府,泉大津市,宮町
5950037,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾑｼﾄﾘ,大阪府,泉大津市,虫取
5950037,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾑｼﾄﾘﾁｮｳ,大阪府,泉大津市,虫取町
5950005,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾓﾘﾁｮｳ,大阪府,泉大津市,森町
5950075,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾘﾝｶｲﾁｮｳ,大阪府,泉大津市,臨海町
5950065,ｵｵｻｶﾌ,ｲｽﾞﾐｵｵﾂｼ,ﾜｶﾐﾔﾁｮｳ,大阪府,泉大津市,若宮町
5690000,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ,大阪府,高槻市,以下に掲載がない場合
5691146,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱｶｵｵｼﾞﾁｮｳ,大阪府,高槻市,赤大路町
5691123,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱｸﾀｶﾞﾜﾁｮｳ,大阪府,高槻市,芥川町
5690806,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱｹﾀﾁｮｳ,大阪府,高槻市,明田町
5690082,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱｹﾉﾁｮｳ,大阪府,高槻市,明野町
5691134,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱｻﾋﾏﾁ,大阪府,高槻市,朝日町
5691045,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱﾌﾞﾉ,大阪府,高槻市,阿武野
5691102,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱﾏｲﾜﾃﾁｮｳ,大阪府,高槻市,安満磐手町
5691101,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱﾏｺﾞｼｮﾉﾁｮｳ,大阪府,高槻市,安満御所の町
5691106,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱﾏｼﾝﾏﾁ,大阪府,高槻市,安満新町
5691105,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱﾏﾅｶﾉﾁｮｳ,大阪府,高槻市,安満中の町
5691104,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｱﾏﾋｶﾞｼﾉﾁｮｳ,大阪府,高槻市,安満東の町
5690061,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｺｳｻｲﾁｮｳ,大阪府,高槻市,高西町
5690007,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｺｳﾅｲ,大阪府,高槻市,神内
5691038,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｺｶﾞﾈﾉｻﾄ,大阪府,高槻市,黄金の里
5691115,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｺｿﾍﾞﾁｮｳ,大阪府,高槻市,古曽部町
5690826,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｺﾄﾌﾞｷﾁｮｳ,大阪府,高槻市,寿町
5690016,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｺﾞﾘｮｳﾁｮｳ,大阪府,高槻市,五領町
5690804,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｺﾝﾔﾏﾁ,大阪府,高槻市,紺屋町
5690842,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻｲﾒﾅｶ,大阪府,高槻市,西面中
5690847,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻｲﾒﾐﾅﾐ,大阪府,高槻市,西面南
5690841,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻｲﾒｷﾀ,大阪府,高槻市,西面北
5691143,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻｲﾜｲﾁｮｳ,大阪府,高槻市,幸町
5690825,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻｶｴﾏﾁ,大阪府,高槻市,栄町
5690818,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻｸﾗｶﾞｵｶﾐﾅﾐﾏﾁ,大阪府,高槻市,桜ケ丘南町
5690817,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻｸﾗｶﾞｵｶｷﾀﾏﾁ,大阪府,高槻市,桜ケ丘北町
5690807,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻｸﾗﾏﾁ,大阪府,高槻市,桜町
5690084,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻﾜﾗｷﾞﾁｮｳ,大阪府,高槻市,沢良木町
5690843,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｻﾝｶﾞﾏｷ,大阪府,高槻市,三箇牧
5691025,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼﾊﾞﾀﾆﾁｮｳ,大阪府,高槻市,芝谷町
5690823,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼﾎﾞｳﾁｮｳ,大阪府,高槻市,芝生町
5691039,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼﾐｽﾞﾀﾞｲ,大阪府,高槻市,清水台
5690062,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼﾓﾀﾅﾍﾞﾁｮｳ,大阪府,高槻市,下田部町
5690064,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼｮｳﾄﾞｺﾛﾁｮｳ,大阪府,高槻市,庄所町
5690815,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼｮｳﾜﾀﾞｲﾁｮｳ,大阪府,高槻市,昭和台町
5690052,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼﾞｮｳﾄｳﾁｮｳ,大阪府,高槻市,城東町
5690065,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼﾞｮｳｻｲﾁｮｳ,大阪府,高槻市,城西町
5690056,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼﾞｮｳﾅﾝﾁｮｳ,大阪府,高槻市,城南町
5690071,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼﾞｮｳﾎｸﾁｮｳ,大阪府,高槻市,城北町
5690075,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｼﾞｮｳﾅｲﾁｮｳ,大阪府,高槻市,城内町
5690022,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｽｶﾞﾁｮｳ,大阪府,高槻市,須賀町
5691005,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｽｷﾞｵ,大阪府,高槻市,杉生
5690036,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｽﾞｼ,大阪府,高槻市,辻子
5691132,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ｾｲﾌｸｼﾞﾁｮｳ,大阪府,高槻市,清福寺町
5690097,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀｶｶﾞｷﾁｮｳ,大阪府,高槻市,高垣町
5690803,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀｶﾂｷﾏﾁ,大阪府,高槻市,高槻町
5691020,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀｶﾐﾀﾞｲ,大阪府,高槻市,高見台
5690043,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀｹﾉｳﾁﾁｮｳ,大阪府,高槻市,竹の内町
5690801,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀﾞｲｶﾞｸﾏﾁ,大阪府,高槻市,大学町
5691034,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀﾞｲｿﾞｳｼﾞ,大阪府,高槻市,大蔵司
5691047,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀﾞｲﾜ,大阪府,高槻市,大和
5691002,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀﾉｳ,大阪府,高槻市,田能
5690857,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀﾏｶﾞﾜ,大阪府,高槻市,玉川
5690856,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾀﾏｶﾞﾜｼﾝﾏﾁ,大阪府,高槻市,玉川新町
5690087,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾁﾖﾀﾞﾁｮｳ,大阪府,高槻市,千代田町
5691046,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾂｶﾊﾗ,大阪府,高槻市,塚原
5691036,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾂｶﾜｷ,大阪府,高槻市,塚脇
5690845,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾊｼﾗﾓﾄﾐﾅﾐﾏﾁ,大阪府,高槻市,柱本南町
5690096,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾊｯﾁｮｳﾅﾜﾃﾁｮｳ,大阪府,高槻市,八丁畷町
5690095,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾊｯﾁｮｳﾆｼﾏﾁ,大阪府,高槻市,八丁西町
5691147,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾊﾑﾛﾁｮｳ,大阪府,高槻市,土室町
5691051,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾊﾗ,大阪府,高槻市,原
5690044,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾊﾞﾝﾀﾞ,大阪府,高槻市,番田
5690012,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾋｶﾞｼｱﾏｶﾞﾜ,大阪府,高槻市,東天川
5690002,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾋｶﾞｼｶﾝﾏｷ,大阪府,高槻市,東上牧
5691037,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾋｶﾞｼｼﾛﾔﾏﾁｮｳ,大阪府,高槻市,東城山町
5690811,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾋｶﾞｼﾖｽﾐﾁｮｳ,大阪府,高槻市,東五百住町
5691141,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾋﾑﾛﾁｮｳ,大阪府,高槻市,氷室町
5690024,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾋｭｳｶﾞﾁｮｳ,大阪府,高槻市,日向町
5691022,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾋﾖｼﾀﾞｲ,大阪府,高槻市,日吉台
5690035,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾌｶｻﾞﾜﾁｮｳ,大阪府,高槻市,深沢町
5690033,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾌｶｻﾞﾜﾎﾝﾏﾁ,大阪府,高槻市,深沢本町
5690025,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾌｼﾞﾉｻﾄﾁｮｳ,大阪府,高槻市,藤の里町
5691114,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾍﾞｯｼﾖｼﾝﾏﾁ,大阪府,高槻市,別所新町
5691113,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾍﾞｯｼﾖﾅｶﾉﾁｮｳ,大阪府,高槻市,別所中の町
5691112,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾍﾞｯｼﾖﾎﾝﾏﾁ,大阪府,高槻市,別所本町
5691109,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾍﾞﾆﾀｹﾁｮｳ,大阪府,高槻市,紅茸町
5690074,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾎﾝﾏﾁ,大阪府,高槻市,本町
5690021,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾏｴｼﾏ,大阪府,高槻市,前島
5691121,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾏｶﾐﾁｮｳ,大阪府,高槻市,真上町
5690855,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾏｷﾀﾁｮｳ,大阪府,高槻市,牧田町
5690023,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾏﾂｶﾜﾁｮｳ,大阪府,高槻市,松川町
5691031,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾏﾂｶﾞｵｶ,大阪府,高槻市,松が丘
5690086,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾏﾂﾊﾞﾗﾁｮｳ,大阪府,高槻市,松原町
5690835,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐｼﾏｴ,大阪府,高槻市,三島江
5691026,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾄﾞﾘｶﾞｵｶ,大阪府,高槻市,緑が丘
5690094,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾄﾞﾘﾁｮｳ,大阪府,高槻市,緑町
5691124,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾅﾐｱｸﾀｶﾞﾜﾁｮｳ,大阪府,高槻市,南芥川町
5690042,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾅﾐｵｵﾋﾁｮｳ,大阪府,高槻市,南大樋町
5690063,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾅﾐｼｮｳﾄﾞｺﾛﾁｮｳ,大阪府,高槻市,南庄所町
5690851,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾅﾐｿｳｼﾞｼﾞﾁｮｳ,大阪府,高槻市,南総持寺町
5690085,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾅﾐﾏﾂﾊﾞﾗﾁｮｳ,大阪府,高槻市,南松原町
5691023,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾔｶﾞﾀﾞﾆﾁｮｳ,大阪府,高槻市,宮が谷町
5691142,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾔﾀﾞﾁｮｳ,大阪府,高槻市,宮田町
5691032,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾔﾉｶﾜﾗ,大阪府,高槻市,宮之川原
5691033,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾔﾉｶﾜﾗﾓﾄﾏﾁ,大阪府,高槻市,宮之川原元町
5690081,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾐﾔﾉﾁｮｳ,大阪府,高槻市,宮野町
5691125,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾑﾗｻｷﾁｮｳ,大阪府,高槻市,紫町
5691128,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾒｲｼﾝﾁｮｳ,大阪府,高槻市,名神町
5690853,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾔﾅｶﾞﾜﾁｮｳ,大阪府,高槻市,柳川町
5690051,ｵｵｻｶﾌ,ﾀｶﾂｷｼ,ﾔﾊﾀﾏﾁ,大阪府,高槻市,八幡町
5970106,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾊﾀｹﾅｶ(632-1､633､642-3),大阪府,貝塚市,畠中（６３２－１、６３３、６４２－３）
5970072,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾊﾀｹﾅｶ(ｿﾉﾀ),大阪府,貝塚市,畠中（その他）
5970103,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾊﾞﾊﾞ,大阪府,貝塚市,馬場
5970033,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾊﾝﾀﾞ,大阪府,貝塚市,半田
5970085,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾋｶﾞｼ,大阪府,貝塚市,東
5970046,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾋｶﾞｼﾔﾏ,大阪府,貝塚市,東山
5970023,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾌｸﾀﾞ,大阪府,貝塚市,福田
5970015,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾎﾘ,大阪府,貝塚市,堀
5970101,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾐｹﾔﾏ,大阪府,貝塚市,三ケ山
5970104,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾐｽﾞﾏ,大阪府,貝塚市,水間
5970045,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾐﾂﾏﾂ(596､894-1､915-4､925､927-2､932,大阪府,貝塚市,三ツ松（５９６、８９４－１、９１５－４、９２５、９２７－２、９３２
5970045,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,-4､934-968､1013-1､1464ﾊﾞﾝﾁ),大阪府,貝塚市,－４、９３４～９６８、１０１３－１、１４６４番地）
5900461,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾐﾂﾏﾂ(2576ﾊﾞﾝﾁ),大阪府,貝塚市,三ツ松（２５７６番地）
5970105,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾐﾂﾏﾂ(ｿﾉﾀ),大阪府,貝塚市,三ツ松（その他）
5970095,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾐﾅﾄ,大阪府,貝塚市,港
5970005,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾐﾅﾐﾁｮｳ,大阪府,貝塚市,南町
5970044,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾓﾘ,大阪府,貝塚市,森
5970073,ｵｵｻｶﾌ,ｶｲﾂﾞｶｼ,ﾜｷﾊﾏ,大阪府,貝塚市,脇浜
5700000,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｲｶﾆｹｲｻｲｶﾞﾅｲﾊﾞｱｲ,大阪府,守口市,以下に掲載がない場合
5700022,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｱｶﾂｷﾁｮｳ,大阪府,守口市,暁町
5700071,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｲﾜｲﾏﾁ,大阪府,守口市,祝町
5700066,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｳﾒｿﾞﾉﾁｮｳ,大阪府,守口市,梅園町
5700087,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｳﾒﾏﾁ,大阪府,守口市,梅町
5700036,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｵｵｴﾀﾞﾋｶﾞｼﾏﾁ,大阪府,守口市,大枝東町
5700054,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｵｵｴﾀﾞﾆｼﾏﾁ,大阪府,守口市,大枝西町
5700051,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｵｵｴﾀﾞﾐﾅﾐﾏﾁ,大阪府,守口市,大枝南町
5700037,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｵｵｴﾀﾞｷﾀﾏﾁ,大阪府,守口市,大枝北町
5700012,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｵｵｸﾎﾞﾁｮｳ,大阪府,守口市,大久保町
5700009,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｵｵﾊﾞﾁｮｳ,大阪府,守口市,大庭町
5700033,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｵｵﾐﾔﾄﾞｵﾘ,大阪府,守口市,大宮通
5700015,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｶｼﾞﾏﾁ,大阪府,守口市,梶町
5700055,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｶｽｶﾞﾁｮｳ,大阪府,守口市,春日町
5700079,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｶﾈｼﾀﾁｮｳ,大阪府,守口市,金下町
5700024,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｶﾐｷﾁｮｳ,大阪府,守口市,神木町
5700038,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｶﾜﾊﾗﾁｮｳ,大阪府,守口市,河原町
5700032,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｷｸｽｲﾄﾞｵﾘ,大阪府,守口市,菊水通
5700011,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｷﾝﾀﾞﾁｮｳ,大阪府,守口市,金田町
5700094,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｹｲﾊﾝｷﾀﾎﾝﾄﾞｵﾘ,大阪府,守口市,京阪北本通
5700083,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｹｲﾊﾝﾎﾝﾄﾞｵﾘ,大阪府,守口市,京阪本通
5700077,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｺﾄﾌﾞｷﾁｮｳ,大阪府,守口市,寿町
5700061,ｵｵｻｶﾌ,ﾓﾘｸﾞﾁｼ,ｺﾊﾙﾁｮｳ,大阪府,守口市,小春町
5960076,ｵｵｻｶﾌ,ｷｼﾜﾀﾞｼ,ﾉﾀﾞﾁｮｳ,大阪府,岸和田市,野田町
5960831,ｵｵｻｶﾌ,ｷｼﾜﾀﾞｼ,ﾊﾀﾏﾁ,大阪府,岸和田市,畑町
5960023,ｵｵｻｶﾌ,ｷｼﾜﾀﾞｼ,ﾊﾁﾏﾝﾁｮｳ,大阪府,岸和田市,八幡町
5960841,ｵｵｻｶﾌ,ｷｼﾜﾀﾞｼ,ﾊﾂﾀﾁｮｳ,大阪府,岸和田市,八田町
5960844,ｵｵｻｶﾌ,ｷｼﾜﾀﾞｼ,ﾊﾌﾞﾀｷﾁｮｳ,大阪府,岸和田市,土生滝町
