取引区分,伝票番号,行,取引日付,取引先コード,商品コード,数量,単価,金額,更新済
10,402,1,2005/06/23,0007,0087,11,4030,44330,
10,403,1,2005/06/10,0048,0058,13,9710,126230,
10,404,1,2005/07/26,0003,0048,11,9760,107360,
10,404,2,2005/07/26,0003,0071,19,10050,190950,
10,405,1,2005/08/27,0021,0071,15,10050,150750,
10,406,1,2005/07/17,0018,0038,15,2450,36750,
10,406,2,2005/07/17,0018,0023,17,7170,121890,
10,406,3,2005/07/17,0018,0050,5,4750,23750,
10,406,4,2005/07/17,0018,0021,9,2200,19800,
10,407,1,2005/06/19,0041,0093,7,2960,20720,
10,407,2,2005/06/19,0041,0076,19,9800,186200,
10,407,3,2005/06/19,0041,0090,9,3650,32850,
10,407,4,2005/06/19,0041,0089,18,5650,101700,
10,408,1,2005/06/23,0006,0018,19,7030,133570,
10,408,2,2005/06/23,0006,0075,6,5910,35460,
10,408,3,2005/06/23,0006,0084,7,4940,34580,
10,408,4,2005/06/23,0006,0047,8,8740,69920,
10,409,1,2005/06/01,0035,0023,13,7170,93210,
10,409,2,2005/06/01,0035,0074,9,9800,88200,
10,409,3,2005/06/01,0035,0048,10,9760,97600,
10,409,4,2005/06/01,0035,0067,10,3480,34800,
10,410,1,2005/06/11,0023,0080,5,7460,37300,
10,410,2,2005/06/11,0023,0007,17,4320,73440,
10,411,1,2005/08/05,0007,0094,16,1330,21280,
10,412,1,2005/08/07,0013,0052,16,3360,53760,
10,412,2,2005/08/07,0013,0008,14,610,8540,
10,413,1,2005/07/01,0017,0001,4,8820,35280,
10,413,2,2005/07/01,0017,0025,16,3640,58240,
10,413,3,2005/07/01,0017,0061,15,7120,106800,
10,413,4,2005/07/01,0017,0077,18,8350,150300,
10,414,1,2005/08/19,0015,0040,5,4730,23650,
10,415,1,2005/06/22,0002,0026,13,9760,126880,
10,415,2,2005/06/22,0002,0046,13,3880,50440,
10,416,1,2005/08/20,0011,0095,3,7850,23550,
10,417,1,2005/07/17,0049,0014,1,7100,7100,
10,417,2,2005/07/17,0049,0093,1,2960,2960,
10,418,1,2005/08/19,0012,0026,17,9760,165920,
10,418,2,2005/08/19,0012,0025,16,3640,58240,
10,418,3,2005/08/19,0012,0038,15,2450,36750,
10,418,4,2005/08/19,0012,0093,17,2960,50320,
10,419,1,2005/06/14,0045,0084,3,4940,14820,
10,419,2,2005/06/14,0045,0010,12,580,6960,
10,420,1,2005/06/01,0028,0022,7,9670,67690,
10,421,1,2005/07/01,0010,0008,4,610,2440,
10,421,2,2005/07/01,0010,0014,7,7100,49700,
10,421,3,2005/07/01,0010,0084,10,4940,49400,
10,421,4,2005/07/01,0010,0093,9,2960,26640,
10,422,1,2005/07/09,0028,0072,2,7050,14100,
10,422,2,2005/07/09,0028,0009,8,5300,42400,
10,422,3,2005/07/09,0028,0065,11,2630,28930,
10,422,4,2005/07/09,0028,0023,17,7170,121890,
10,423,1,2005/06/10,0014,0027,17,9240,157080,
10,424,1,2005/09/03,0029,0059,12,7920,95040,
10,424,2,2005/09/03,0029,0036,9,9150,82350,
10,424,3,2005/09/03,0029,0098,5,3970,19850,
10,425,1,2005/06/15,0005,0073,5,780,3900,
10,426,1,2005/07/05,0004,0020,20,2300,46000,
10,426,2,2005/07/05,0004,0093,10,2960,29600,
10,426,3,2005/07/05,0004,0100,14,4790,67060,
10,426,4,2005/07/05,0004,0076,8,9800,78400,
10,427,1,2005/06/18,0020,0003,8,2330,18640,
10,428,1,2005/08/06,0034,0024,8,8370,66960,
10,428,2,2005/08/06,0034,0009,14,5300,74200,
10,429,1,2005/06/14,0037,0059,15,7920,118800,
10,430,1,2005/07/09,0005,0035,19,2050,38950,
10,431,1,2005/07/13,0019,0069,14,5150,72100,
10,431,2,2005/07/13,0019,0049,3,650,1950,
10,431,3,2005/07/13,0019,0048,11,9760,107360,
10,432,1,2005/07/25,0027,0024,15,8370,125550,
10,432,2,2005/07/25,0027,0009,4,5300,21200,
10,432,3,2005/07/25,0027,0036,12,9150,109800,
10,432,4,2005/07/25,0027,0005,19,4230,80370,
10,433,1,2005/07/22,0016,0003,12,2330,27960,
10,433,2,2005/07/22,0016,0030,10,9230,92300,
10,433,3,2005/07/22,0016,0043,1,4200,4200,
10,434,1,2005/06/06,0043,0077,5,8350,41750,
10,434,2,2005/06/06,0043,0072,8,7050,56400,
10,434,3,2005/06/06,0043,0072,17,7050,119850,
10,435,1,2005/07/28,0037,0013,17,8420,143140,
10,436,1,2005/06/08,0012,0018,15,7030,105450,
10,437,1,2005/06/18,0031,0065,13,2630,34190,
10,437,2,2005/06/18,0031,0008,20,610,12200,
10,437,3,2005/06/18,0031,0021,12,2200,26400,
10,438,1,2005/07/24,0047,0078,17,9640,163880,
10,438,2,2005/07/24,0047,0079,6,3280,19680,
10,438,3,2005/07/24,0047,0038,10,2450,24500,
10,439,1,2005/08/03,0025,0019,6,9210,55260,
10,439,2,2005/08/03,0025,0033,3,8770,26310,
10,439,3,2005/08/03,0025,0030,11,9230,101530,
10,439,4,2005/08/03,0025,0002,18,3040,54720,
10,440,1,2005/08/05,0035,0041,14,4430,62020,
10,440,2,2005/08/05,0035,0028,20,1780,35600,
10,441,1,2005/06/24,0033,0020,10,2300,23000,
10,442,1,2005/07/15,0031,0006,4,6030,24120,
10,442,2,2005/07/15,0031,0016,18,5310,95580,
10,443,1,2005/07/25,0017,0037,18,5850,105300,
10,444,1,2005/06/17,0018,0052,5,3360,16800,
10,445,1,2005/06/30,0012,0018,14,7030,98420,
10,445,2,2005/06/30,0012,0063,7,1420,9940,
10,445,3,2005/06/30,0012,0086,16,10140,162240,
10,445,4,2005/06/30,0012,0027,2,9240,18480,
10,446,1,2005/08/10,0006,0047,4,8740,34960,
10,446,2,2005/08/10,0006,0004,4,2180,8720,
10,446,3,2005/08/10,0006,0067,16,3480,55680,
10,446,4,2005/08/10,0006,0002,5,3040,15200,
10,447,1,2005/07/25,0046,0046,11,3880,42680,
10,447,2,2005/07/25,0046,0044,16,6500,104000,
10,448,1,2005/06/18,0036,0056,3,7240,21720,
10,449,1,2005/07/01,0014,0075,5,5910,29550,
10,450,1,2005/07/10,0026,0100,18,4790,86220,
10,450,2,2005/07/10,0026,0098,4,3970,15880,
10,450,3,2005/07/10,0026,0091,19,5380,102220,
10,450,4,2005/07/10,0026,0077,6,8350,50100,
10,451,1,2005/07/09,0015,0034,14,400,5600,
10,451,2,2005/07/09,0015,0042,9,9940,89460,
10,452,1,2005/06/15,0031,0059,5,7920,39600,
10,452,2,2005/06/15,0031,0097,20,8300,166000,
10,452,3,2005/06/15,0031,0087,2,4030,8060,
10,453,1,2005/08/03,0032,0053,8,1010,8080,
10,454,1,2005/07/10,0004,0072,17,7050,119850,
10,454,2,2005/07/10,0004,0075,20,5910,118200,
10,454,3,2005/07/10,0004,0005,16,4230,67680,
10,455,1,2005/07/02,0010,0038,7,2450,17150,
10,456,1,2005/06/05,0009,0050,17,4750,80750,
10,456,2,2005/06/05,0009,0092,10,8280,82800,
10,456,3,2005/06/05,0009,0084,6,4940,29640,
10,456,4,2005/06/05,0009,0056,2,7240,14480,
10,457,1,2005/08/18,0028,0087,16,4030,64480,
10,457,2,2005/08/18,0028,0089,2,5650,11300,
10,457,3,2005/08/18,0028,0004,20,2180,43600,
10,458,1,2005/06/24,0003,0047,5,8740,43700,
10,459,1,2005/06/17,0048,0030,6,9230,55380,
10,460,1,2005/08/09,0040,0037,15,5850,87750,
10,460,2,2005/08/09,0040,0016,20,5310,106200,
10,461,1,2005/06/22,0030,0019,16,9210,147360,
10,461,2,2005/06/22,0030,0060,16,2970,47520,
10,461,3,2005/06/22,0030,0090,9,3650,32850,
10,462,1,2005/08/07,0047,0059,10,7920,79200,
10,462,2,2005/08/07,0047,0079,12,3280,39360,
10,462,3,2005/08/07,0047,0077,14,8350,116900,
10,463,1,2005/06/17,0039,0057,20,4020,80400,
10,463,2,2005/06/17,0039,0100,1,4790,4790,
10,463,3,2005/06/17,0039,0089,18,5650,101700,
10,464,1,2005/09/03,0026,0097,19,8300,157700,
10,464,2,2005/09/03,0026,0030,13,9230,119990,
10,464,3,2005/09/03,0026,0073,18,780,14040,
10,464,4,2005/09/03,0026,0090,13,3650,47450,
10,465,1,2005/07/18,0028,0068,15,6820,102300,
10,465,2,2005/07/18,0028,0093,4,2960,11840,
10,466,1,2005/08/25,0050,0066,18,4950,89100,
10,466,2,2005/08/25,0050,0087,12,4030,48360,
10,466,3,2005/08/25,0050,0049,16,650,10400,
10,466,4,2005/08/25,0050,0019,15,9210,138150,
10,467,1,2005/06/03,0031,0094,19,1330,25270,
10,467,2,2005/06/03,0031,0054,9,9420,84780,
10,467,3,2005/06/03,0031,0010,19,580,11020,
10,468,1,2005/06/21,0023,0022,7,9670,67690,
10,468,2,2005/06/21,0023,0033,19,8770,166630,
10,469,1,2005/07/28,0028,0044,4,6500,26000,
10,470,1,2005/07/03,0007,0049,11,650,7150,
10,470,2,2005/07/03,0007,0060,11,2970,32670,
10,470,3,2005/07/03,0007,0025,16,3640,58240,
10,470,4,2005/07/03,0007,0034,17,400,6800,
10,471,1,2005/06/04,0027,0018,17,7030,119510,
10,472,1,2005/08/28,0007,0091,1,5380,5380,
10,472,2,2005/08/28,0007,0071,5,10050,50250,
10,472,3,2005/08/28,0007,0100,19,4790,91010,
10,472,4,2005/08/28,0007,0090,8,3650,29200,
10,473,1,2005/08/03,0047,0014,18,7100,127800,
10,473,2,2005/08/03,0047,0007,15,4320,64800,
10,474,1,2005/07/17,0003,0040,10,4730,47300,
10,475,1,2005/06/12,0037,0076,17,9800,166600,
10,475,2,2005/06/12,0037,0032,3,4660,13980,
10,475,3,2005/06/12,0037,0056,11,7240,79640,
10,475,4,2005/06/12,0037,0006,11,6030,66330,
10,476,1,2005/08/17,0001,0056,14,7240,101360,
10,476,2,2005/08/17,0001,0052,10,3360,33600,
10,476,3,2005/08/17,0001,0071,8,10050,80400,
10,477,1,2005/07/09,0026,0094,10,1330,13300,
10,478,1,2005/06/24,0018,0013,13,8420,109460,
10,478,2,2005/06/24,0018,0031,9,5020,45180,
10,479,1,2005/07/08,0037,0092,5,8280,41400,
10,479,2,2005/07/08,0037,0060,20,2970,59400,
10,479,3,2005/07/08,0037,0001,8,8820,70560,
10,480,1,2005/06/24,0012,0001,1,8820,8820,
10,481,1,2005/06/02,0029,0023,6,7170,43020,
10,482,1,2005/06/30,0030,0072,15,7050,105750,
10,482,2,2005/06/30,0030,0029,20,10010,200200,
10,482,3,2005/06/30,0030,0050,19,4750,90250,
10,482,4,2005/06/30,0030,0049,8,650,5200,
10,483,1,2005/07/04,0012,0098,16,3970,63520,
10,483,2,2005/07/04,0012,0070,20,8640,172800,
10,484,1,2005/06/05,0030,0053,12,1010,12120,
10,484,2,2005/06/05,0030,0071,5,10050,50250,
10,485,1,2005/08/08,0024,0077,19,8350,158650,
10,486,1,2005/06/27,0009,0007,17,4320,73440,
10,486,2,2005/06/27,0009,0009,10,5300,53000,
10,486,3,2005/06/27,0009,0063,9,1420,12780,
10,487,1,2005/08/10,0028,0021,11,2200,24200,
10,487,2,2005/08/10,0028,0080,4,7460,29840,
10,487,3,2005/08/10,0028,0062,20,2850,57000,
10,487,4,2005/08/10,0028,0052,18,3360,60480,
10,488,1,2005/07/01,0049,0035,4,2050,8200,
10,488,2,2005/07/01,0049,0053,14,1010,14140,
10,488,3,2005/07/01,0049,0083,16,2350,37600,
10,489,1,2005/09/01,0009,0079,19,3280,62320,
10,489,2,2005/09/01,0009,0054,12,9420,113040,
10,490,1,2005/08/26,0014,0075,16,5910,94560,
10,491,1,2005/07/21,0032,0070,19,8640,164160,
10,492,1,2005/06/04,0015,0085,16,8890,142240,
10,492,2,2005/06/04,0015,0069,1,5150,5150,
10,492,3,2005/06/04,0015,0020,15,2300,34500,
10,492,4,2005/06/04,0015,0010,6,580,3480,
10,493,1,2005/06/20,0038,0063,9,1420,12780,
10,494,1,2005/08/12,0038,0001,14,8820,123480,
10,494,2,2005/08/12,0038,0090,14,3650,51100,
10,494,3,2005/08/12,0038,0029,6,10010,60060,
10,494,4,2005/08/12,0038,0095,4,7850,31400,
10,495,1,2005/07/13,0029,0054,11,9420,103620,
10,496,1,2005/08/25,0047,0083,18,2350,42300,
10,496,2,2005/08/25,0047,0021,19,2200,41800,
10,496,3,2005/08/25,0047,0028,9,1780,16020,
10,497,1,2005/06/06,0001,0092,13,8280,107640,
10,497,2,2005/06/06,0001,0063,13,1420,18460,
10,498,1,2005/06/29,0013,0100,8,4790,38320,
10,498,2,2005/06/29,0013,0082,1,8130,8130,
10,498,3,2005/06/29,0013,0018,4,7030,28120,
10,498,4,2005/06/29,0013,0049,15,650,9750,
10,499,1,2005/06/02,0041,0037,8,5850,46800,
10,499,2,2005/06/02,0041,0015,8,1820,14560,
10,500,1,2005/07/15,0024,0022,12,9670,116040,
10,500,2,2005/07/15,0024,0024,16,8370,133920,
10,501,1,2005/07/22,0025,0057,18,4020,72360,
10,502,1,2005/07/17,0033,0018,15,7030,105450,
10,502,2,2005/07/17,0033,0043,1,4200,4200,
10,502,3,2005/07/17,0033,0012,9,2360,21240,
10,502,4,2005/07/17,0033,0097,13,8300,107900,
10,503,1,2005/08/07,0034,0073,1,780,780,
10,503,2,2005/08/07,0034,0086,11,10140,111540,
10,503,3,2005/08/07,0034,0084,18,4940,88920,
10,503,4,2005/08/07,0034,0021,7,2200,15400,
10,504,1,2005/06/28,0025,0013,12,8420,101040,
10,504,2,2005/06/28,0025,0074,19,9800,186200,
10,504,3,2005/06/28,0025,0069,2,5150,10300,
10,505,1,2005/08/07,0039,0014,17,7100,120700,
10,505,2,2005/08/07,0039,0068,17,6820,115940,
10,506,1,2005/06/01,0029,0070,11,8640,95040,
10,506,2,2005/06/01,0029,0076,3,9800,29400,
10,506,3,2005/06/01,0029,0028,15,1780,26700,
10,507,1,2005/07/28,0033,0082,15,8130,121950,
10,508,1,2005/06/16,0044,0083,18,2350,42300,
10,508,2,2005/06/16,0044,0096,16,6250,100000,
10,509,1,2005/06/02,0022,0093,18,2960,53280,
10,510,1,2005/06/23,0005,0048,18,9760,175680,
10,511,1,2005/08/10,0040,0024,8,8370,66960,
10,511,2,2005/08/10,0040,0077,1,8350,8350,
10,511,3,2005/08/10,0040,0024,1,8370,8370,
10,511,4,2005/08/10,0040,0023,18,7170,129060,
10,512,1,2005/07/13,0042,0023,9,7170,64530,
10,513,1,2005/08/11,0047,0082,16,8130,130080,
10,513,2,2005/08/11,0047,0028,13,1780,23140,
10,513,3,2005/08/11,0047,0019,2,9210,18420,
10,513,4,2005/08/11,0047,0045,4,7260,29040,
10,514,1,2005/07/18,0030,0041,11,4430,48730,
10,514,2,2005/07/18,0030,0061,15,7120,106800,
10,514,3,2005/07/18,0030,0010,19,580,11020,
10,514,4,2005/07/18,0030,0009,6,5300,31800,
10,515,1,2005/08/21,0009,0064,14,5200,72800,
10,515,2,2005/08/21,0009,0082,1,8130,8130,
10,515,3,2005/08/21,0009,0031,14,5020,70280,
10,516,1,2005/06/19,0017,0077,4,8350,33400,
10,516,2,2005/06/19,0017,0061,20,7120,142400,
10,517,1,2005/08/26,0018,0009,10,5300,53000,
10,518,1,2005/06/17,0050,0090,15,3650,54750,
10,518,2,2005/06/17,0050,0007,6,4320,25920,
10,519,1,2005/08/12,0020,0093,7,2960,20720,
10,519,2,2005/08/12,0020,0009,8,5300,42400,
10,519,3,2005/08/12,0020,0035,17,2050,34850,
10,519,4,2005/08/12,0020,0049,13,650,8450,
10,520,1,2005/08/03,0014,0027,3,9240,27720,
10,520,2,2005/08/03,0014,0093,13,2960,38480,
10,520,3,2005/08/03,0014,0048,17,9760,165920,
10,521,1,2005/09/08,0003,0023,9,7170,64530,
10,521,2,2005/09/08,0003,0098,7,3970,27790,
10,521,3,2005/09/08,0003,0011,5,680,3400,
10,522,1,2005/08/01,0031,0063,5,1420,7100,
10,522,2,2005/08/01,0031,0060,14,2970,41580,
10,522,3,2005/08/01,0031,0088,3,6820,20460,
10,522,4,2005/08/01,0031,0008,16,610,9760,
10,523,1,2005/06/10,0005,0087,8,4030,32240,
10,523,2,2005/06/10,0005,0080,2,7460,14920,
10,523,3,2005/06/10,0005,0053,6,1010,6060,
10,524,1,2005/08/18,0022,0029,10,10010,100100,
10,524,2,2005/08/18,0022,0031,6,5020,30120,
10,524,3,2005/08/18,0022,0092,11,8280,91080,
10,525,1,2005/07/31,0014,0040,16,4730,75680,
10,525,2,2005/07/31,0014,0072,12,7050,84600,
10,525,3,2005/07/31,0014,0013,10,8420,84200,
10,526,1,2005/07/08,0038,0014,7,7100,49700,
10,526,2,2005/07/08,0038,0024,6,8370,50220,
10,527,1,2005/06/21,0047,0095,5,7850,39250,
10,527,2,2005/06/21,0047,0005,12,4230,50760,
10,528,1,2005/07/03,0024,0006,16,6030,96480,
10,528,2,2005/07/03,0024,0064,14,5200,72800,
10,529,1,2005/08/07,0027,0071,11,10050,110550,
10,529,2,2005/08/07,0027,0022,3,9670,29010,
10,529,3,2005/08/07,0027,0044,9,6500,58500,
10,529,4,2005/08/07,0027,0073,10,780,7800,
10,530,1,2005/09/06,0012,0011,9,680,6120,
10,530,2,2005/09/06,0012,0005,15,4230,63450,
10,531,1,2005/06/25,0037,0022,7,9670,67690,
10,532,1,2005/06/07,0031,0068,2,6820,13640,
10,532,2,2005/06/07,0031,0057,3,4020,12060,
10,532,3,2005/06/07,0031,0014,16,7100,113600,
10,532,4,2005/06/07,0031,0048,12,9760,117120,
10,533,1,2005/06/18,0018,0023,3,7170,21510,
10,534,1,2005/07/07,0044,0061,8,7120,56960,
10,534,2,2005/07/07,0044,0060,14,2970,41580,
10,534,3,2005/07/07,0044,0052,9,3360,30240,
10,535,1,2005/07/01,0005,0017,9,9810,88290,
10,535,2,2005/07/01,0005,0076,18,9800,176400,
10,535,3,2005/07/01,0005,0100,4,4790,19160,
10,535,4,2005/07/01,0005,0018,1,7030,7030,
10,536,1,2005/07/18,0005,0034,2,400,800,
10,536,2,2005/07/18,0005,0013,8,8420,67360,
10,536,3,2005/07/18,0005,0052,2,3360,6720,
10,537,1,2005/08/01,0030,0091,15,5380,80700,
10,537,2,2005/08/01,0030,0069,19,5150,97850,
10,538,1,2005/07/14,0006,0090,16,3650,58400,
10,538,2,2005/07/14,0006,0080,20,7460,149200,
10,538,3,2005/07/14,0006,0095,4,7850,31400,
10,538,4,2005/07/14,0006,0030,15,9230,138450,
10,539,1,2005/07/09,0013,0080,12,7460,89520,
10,540,1,2005/07/19,0047,0078,17,9640,163880,
10,540,2,2005/07/19,0047,0041,12,4430,53160,
10,541,1,2005/09/04,0040,0044,6,6500,39000,
10,541,2,2005/09/04,0040,0047,16,8740,139840,
10,542,1,2005/07/06,0025,0008,18,610,10980,
10,543,1,2005/08/18,0043,0013,14,8420,117880,
10,543,2,2005/08/18,0043,0060,1,2970,2970,
10,544,1,2005/06/27,0021,0096,9,6250,56250,
10,545,1,2005/07/10,0003,0079,20,3280,65600,
10,545,2,2005/07/10,0003,0060,2,2970,5940,
10,546,1,2005/08/22,0025,0068,20,6820,136400,
10,546,2,2005/08/22,0025,0050,9,4750,42750,
10,547,1,2005/08/20,0018,0031,16,5020,80320,
10,547,2,2005/08/20,0018,0003,14,2330,32620,
10,548,1,2005/06/12,0030,0004,8,2180,17440,
10,549,1,2005/09/05,0027,0032,16,4660,74560,
10,549,2,2005/09/05,0027,0073,9,780,7020,
10,550,1,2005/06/09,0032,0048,14,9760,136640,
10,550,2,2005/06/09,0032,0093,16,2960,47360,
10,550,3,2005/06/09,0032,0019,18,9210,165780,
10,550,4,2005/06/09,0032,0079,6,3280,19680,
10,551,1,2005/07/24,0014,0036,8,9150,73200,
10,551,2,2005/07/24,0014,0091,10,5380,53800,
10,551,3,2005/07/24,0014,0040,4,4730,18920,
10,552,1,2005/09/01,0023,0007,10,4320,43200,
10,552,2,2005/09/01,0023,0033,15,8770,131550,
10,552,3,2005/09/01,0023,0012,20,2360,47200,
10,553,1,2005/06/21,0017,0049,2,650,1300,
10,553,2,2005/06/21,0017,0057,17,4020,68340,
10,553,3,2005/06/21,0017,0057,15,4020,60300,
10,553,4,2005/06/21,0017,0005,2,4230,8460,
10,554,1,2005/06/05,0050,0091,7,5380,37660,
10,554,2,2005/06/05,0050,0088,20,6820,136400,
10,554,3,2005/06/05,0050,0076,17,9800,166600,
10,555,1,2005/07/17,0008,0070,14,8640,120960,
10,555,2,2005/07/17,0008,0038,16,2450,39200,
10,555,3,2005/07/17,0008,0071,9,10050,90450,
10,556,1,2005/09/02,0043,0007,19,4320,82080,
10,556,2,2005/09/02,0043,0048,4,9760,39040,
10,556,3,2005/09/02,0043,0094,7,1330,9310,
10,557,1,2005/07/21,0030,0036,3,9150,27450,
10,557,2,2005/07/21,0030,0083,12,2350,28200,
10,558,1,2005/06/02,0008,0050,19,4750,90250,
10,559,1,2005/07/19,0049,0046,19,3880,73720,
10,560,1,2005/08/24,0002,0023,1,7170,7170,
10,560,2,2005/08/24,0002,0056,8,7240,57920,
10,560,3,2005/08/24,0002,0023,10,7170,71700,
10,560,4,2005/08/24,0002,0015,3,1820,5460,
10,561,1,2005/07/22,0001,0020,2,2300,4600,
10,561,2,2005/07/22,0001,0021,9,2200,19800,
10,561,3,2005/07/22,0001,0033,9,8770,78930,
10,562,1,2005/06/16,0040,0079,16,3280,52480,
10,562,2,2005/06/16,0040,0022,17,9670,164390,
10,562,3,2005/06/16,0040,0058,6,9710,58260,
10,563,1,2005/07/14,0023,0076,7,9800,68600,
10,563,2,2005/07/14,0023,0100,9,4790,43110,
10,564,1,2005/07/03,0049,0077,3,8350,25050,
10,565,1,2005/06/21,0032,0096,2,6250,12500,
10,565,2,2005/06/21,0032,0035,2,2050,4100,
10,565,3,2005/06/21,0032,0080,17,7460,126820,
10,565,4,2005/06/21,0032,0064,1,5200,5200,
10,566,1,2005/09/01,0049,0036,20,9150,183000,
10,566,2,2005/09/01,0049,0082,8,8130,65040,
10,566,3,2005/09/01,0049,0008,12,610,7320,
10,566,4,2005/09/01,0049,0097,6,8300,49800,
10,567,1,2005/07/04,0044,0021,9,2200,19800,
10,567,2,2005/07/04,0044,0052,20,3360,67200,
10,568,1,2005/07/16,0001,0004,2,2180,4360,
10,568,2,2005/07/16,0001,0078,18,9640,173520,
10,568,3,2005/07/16,0001,0091,19,5380,102220,
10,568,4,2005/07/16,0001,0006,16,6030,96480,
10,569,1,2005/06/30,0046,0002,8,3040,24320,
10,569,2,2005/06/30,0046,0063,8,1420,11360,
10,569,3,2005/06/30,0046,0006,2,6030,12060,
10,569,4,2005/06/30,0046,0015,1,1820,1820,
10,570,1,2005/08/26,0047,0060,12,2970,35640,
10,571,1,2005/08/13,0012,0051,17,2250,38250,
10,572,1,2005/07/13,0024,0042,3,9940,29820,
10,572,2,2005/07/13,0024,0007,15,4320,64800,
10,573,1,2005/07/01,0006,0055,14,1940,27160,
10,573,2,2005/07/01,0006,0084,3,4940,14820,
10,573,3,2005/07/01,0006,0037,5,5850,29250,
10,574,1,2005/06/13,0021,0078,18,9640,173520,
10,574,2,2005/06/13,0021,0042,20,9940,198800,
10,575,1,2005/07/28,0009,0026,9,9760,87840,
10,575,2,2005/07/28,0009,0072,18,7050,126900,
10,575,3,2005/07/28,0009,0021,17,2200,37400,
10,576,1,2005/06/24,0035,0013,9,8420,75780,
10,576,2,2005/06/24,0035,0084,8,4940,39520,
10,576,3,2005/06/24,0035,0053,1,1010,1010,
10,576,4,2005/06/24,0035,0097,11,8300,91300,
10,577,1,2005/08/07,0003,0088,19,6820,129580,
10,577,2,2005/08/07,0003,0054,20,9420,188400,
10,577,3,2005/08/07,0003,0043,14,4200,58800,
10,578,1,2005/06/17,0016,0020,11,2300,25300,
10,578,2,2005/06/17,0016,0091,8,5380,43040,
10,578,3,2005/06/17,0016,0020,7,2300,16100,
10,578,4,2005/06/17,0016,0039,11,7440,81840,
10,579,1,2005/06/22,0002,0054,20,9420,188400,
10,580,1,2005/08/05,0007,0087,17,4030,68510,
10,580,2,2005/08/05,0007,0099,2,7590,15180,
10,580,3,2005/08/05,0007,0011,5,680,3400,
10,581,1,2005/08/11,0023,0001,12,8820,105840,
10,581,2,2005/08/11,0023,0053,13,1010,13130,
10,581,3,2005/08/11,0023,0071,15,10050,150750,
10,582,1,2005/07/10,0004,0002,6,3040,18240,
10,582,2,2005/07/10,0004,0077,15,8350,125250,
10,583,1,2005/08/23,0017,0097,11,8300,91300,
10,583,2,2005/08/23,0017,0008,14,610,8540,
10,584,1,2005/07/14,0048,0061,15,7120,106800,
10,584,2,2005/07/14,0048,0008,14,610,8540,
10,584,3,2005/07/14,0048,0077,1,8350,8350,
10,585,1,2005/06/12,0050,0070,16,8640,138240,
10,585,2,2005/06/12,0050,0012,7,2360,16520,
10,585,3,2005/06/12,0050,0015,15,1820,27300,
10,586,1,2005/07/22,0025,0048,8,9760,78080,
10,586,2,2005/07/22,0025,0096,11,6250,68750,
10,586,3,2005/07/22,0025,0021,12,2200,26400,
10,586,4,2005/07/22,0025,0043,5,4200,21000,
10,587,1,2005/06/23,0041,0044,8,6500,52000,
10,588,1,2005/06/16,0002,0078,14,9640,134960,
10,588,2,2005/06/16,0002,0043,2,4200,8400,
10,588,3,2005/06/16,0002,0099,9,7590,68310,
10,588,4,2005/06/16,0002,0041,16,4430,70880,
10,589,1,2005/06/09,0030,0014,7,7100,49700,
10,589,2,2005/06/09,0030,0010,15,580,8700,
10,589,3,2005/06/09,0030,0007,17,4320,73440,
10,590,1,2005/06/12,0027,0057,3,4020,12060,
10,590,2,2005/06/12,0027,0080,18,7460,134280,
10,591,1,2005/08/20,0008,0033,8,8770,70160,
10,591,2,2005/08/20,0008,0008,9,610,5490,
10,591,3,2005/08/20,0008,0026,13,9760,126880,
10,591,4,2005/08/20,0008,0051,17,2250,38250,
10,592,1,2005/06/02,0017,0001,8,8820,70560,
10,592,2,2005/06/02,0017,0005,8,4230,33840,
10,592,3,2005/06/02,0017,0023,7,7170,50190,
10,593,1,2005/07/23,0004,0027,11,9240,101640,
10,594,1,2005/08/29,0013,0093,19,2960,56240,
10,595,1,2005/08/10,0011,0049,1,650,650,
10,595,2,2005/08/10,0011,0076,1,9800,9800,
10,595,3,2005/08/10,0011,0033,1,8770,8770,
10,595,4,2005/08/10,0011,0024,3,8370,25110,
10,596,1,2005/07/27,0042,0022,10,9670,96700,
10,596,2,2005/07/27,0042,0080,14,7460,104440,
10,596,3,2005/07/27,0042,0020,18,2300,41400,
10,597,1,2005/09/07,0021,0034,17,400,6800,
10,597,2,2005/09/07,0021,0057,5,4020,20100,
10,598,1,2005/06/09,0048,0033,18,8770,157860,
10,599,1,2005/07/15,0014,0024,3,8370,25110,
10,599,2,2005/07/15,0014,0038,7,2450,17150,
10,599,3,2005/07/15,0014,0083,4,2350,9400,
10,600,1,2005/08/30,0043,0017,7,9810,68670,
10,600,2,2005/08/30,0043,0065,20,2630,52600,
10,601,1,2005/06/05,0041,0049,13,650,8450,
10,602,1,2005/09/09,0046,0019,3,9210,27630,
10,602,2,2005/09/09,0046,0037,3,5850,17550,
10,602,3,2005/09/09,0046,0036,7,9150,64050,
10,602,4,2005/09/09,0046,0080,18,7460,134280,
10,603,1,2005/06/29,0014,0080,1,7460,7460,
10,604,1,2005/08/25,0018,0013,9,8420,75780,
10,604,2,2005/08/25,0018,0032,20,4660,93200,
10,605,1,2005/08/01,0050,0096,2,6250,12500,
10,605,2,2005/08/01,0050,0095,3,7850,23550,
10,605,3,2005/08/01,0050,0061,20,7120,142400,
10,606,1,2005/08/17,0009,0052,3,3360,10080,
10,606,2,2005/08/17,0009,0052,9,3360,30240,
